id,date,type,amount,currency,amount_base,account_id,category_ids,to_account_id,to_amount,to_currency,debt_ref_id,comment,created_at,updated_at
txn_d415bf4934a9,2023-04-13,expense,26.06,EUR,26.06,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2023-04-17T17:02:11.000Z,2023-04-17T14:02:13.000Z
txn_cabf82c90c4e,2023-04-13,expense,2,EUR,2,acc_96db3930b996,cat_e7a80f49aaf2,,0,,,,2023-04-17T17:03:17.000Z,2023-04-17T14:04:36.000Z
txn_d81529fa2fa9,2023-04-14,expense,5.2,EUR,5.2,acc_96db3930b996,cat_d2626f412da7,,0,,,,2023-04-14T11:25:27.000Z,2023-04-15T13:40:02.000Z
txn_b80406009f85,2023-04-15,expense,39.95,EUR,39.95,acc_96db3930b996,cat_c13d88cb4cb0,,0,,,,2023-04-15T15:56:35.000Z,2023-04-15T13:40:02.000Z
txn_aa3ce5ad4f42,2023-04-15,expense,139.65,EUR,139.65,acc_cc67f5c5a974,cat_c13d88cb4cb0,,0,,,,2023-04-15T16:40:24.000Z,2023-04-15T13:40:34.000Z
txn_e941c605253b,2023-04-15,expense,39.01,EUR,39.01,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2023-04-17T17:00:58.000Z,2023-04-17T14:01:00.000Z
txn_7567177d452a,2023-04-15,expense,6.48,EUR,6.48,acc_cc67f5c5a974,cat_c13d88cb4cb0,,0,,,,2023-04-17T17:01:36.000Z,2023-04-17T14:01:39.000Z
txn_a4dddf8a05b7,2023-04-17,expense,5.2,EUR,5.2,acc_96db3930b996,cat_d2626f412da7,,0,,,,2023-04-17T11:36:39.000Z,2023-04-17T14:00:43.000Z
txn_8535d96140c8,2023-04-17,expense,20.14,EUR,20.14,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2023-04-17T17:01:06.000Z,2023-04-17T14:01:09.000Z
txn_d722c0a08f06,2023-04-17,transfer,2000,EUR,2000,acc_96db3930b996,,acc_9534a8989169,2000,EUR,,,2023-04-17T21:13:40.000Z,2023-04-17T18:13:49.000Z
txn_e48fca07a5fd,2023-04-17,expense,10,EUR,10,acc_53cbdd5e80a9,cat_f6eff9e0848e,,0,,,,2023-04-24T15:24:41.000Z,2023-04-24T12:24:48.000Z
txn_c0b8b81c5bd0,2023-04-18,transfer,10.4,EUR,10.4,acc_96db3930b996,,acc_6095ddfb9f0d,10.4,EUR,,,2023-04-12T11:27:46.000Z,2023-04-19T05:49:12.000Z
txn_af43f4b798fd,2023-04-18,expense,5.2,EUR,5.2,acc_96db3930b996,cat_d2626f412da7,,0,,,,2023-04-18T11:43:16.000Z,2023-04-19T05:49:12.000Z
txn_81918e6fec06,2023-04-18,income,972.16,EUR,972.16,acc_53cbdd5e80a9,cat_28aa83831563,,0,,,,2023-04-23T22:33:41.000Z,2023-04-23T19:34:20.000Z
txn_040022e9eec1,2023-04-19,expense,0.8,EUR,0.8,acc_96db3930b996,cat_d2626f412da7,,0,,,,2023-04-19T08:49:16.000Z,2023-04-24T15:26:30.000Z
txn_c4c671450710,2023-04-19,expense,5.2,EUR,5.2,acc_96db3930b996,cat_d2626f412da7,,0,,,,2023-04-19T11:37:33.000Z,2023-04-21T06:40:36.000Z
txn_f3d24471507a,2023-04-19,expense,17.38,EUR,17.38,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2023-04-24T18:27:17.000Z,2023-04-24T15:27:39.000Z
txn_118247584282,2023-04-21,expense,3,EUR,3,acc_96db3930b996,cat_d2626f412da7,,0,,,,2023-04-21T09:40:41.000Z,2023-04-21T06:40:43.000Z
txn_b487d79ef2d4,2023-04-21,expense,5.2,EUR,5.2,acc_96db3930b996,cat_d2626f412da7,,0,,,,2023-04-21T11:40:37.000Z,2023-04-21T13:56:11.000Z
txn_6b45dfb5b455,2023-04-21,expense,80.46,EUR,80.46,acc_96db3930b996,cat_130fd2da7254,,0,,,,2023-04-21T16:56:16.000Z,2023-04-21T13:56:21.000Z
txn_7dee293bece7,2023-04-23,expense,185.1,EUR,185.1,acc_53cbdd5e80a9,cat_c13d88cb4cb0,,0,,,,2023-04-23T22:33:19.000Z,2023-04-23T19:33:22.000Z
txn_355b47a3d8f1,2023-04-24,expense,10.4,EUR,10.4,acc_96db3930b996,cat_d2626f412da7,,0,,,,2023-04-24T11:55:18.000Z,2023-04-24T12:24:15.000Z
txn_f8aee05a1b63,2023-04-25,expense,5.2,EUR,5.2,acc_96db3930b996,cat_d2626f412da7,,0,,,,2023-04-25T11:51:12.000Z,2023-04-26T05:59:23.000Z
txn_3d7dafe6ae8c,2023-04-26,expense,0.8,EUR,0.8,acc_96db3930b996,cat_d2626f412da7,,0,,,,2023-04-26T08:59:28.000Z,2023-04-26T05:59:29.000Z
txn_0eb52b522beb,2023-04-26,expense,4.9,EUR,4.9,acc_96db3930b996,cat_d2626f412da7,,0,,,,2023-05-01T09:41:16.000Z,2023-05-01T06:41:29.000Z
txn_b837d91684b9,2023-04-26,expense,34.94,EUR,34.94,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2023-05-01T09:43:05.000Z,2023-05-01T06:43:16.000Z
txn_c45e35fc3b49,2023-04-27,expense,0.8,EUR,0.8,acc_96db3930b996,cat_d2626f412da7,,0,,,,2023-04-27T09:02:32.000Z,2023-04-27T06:02:33.000Z
txn_ade3c2cadcc4,2023-04-27,expense,4.9,EUR,4.9,acc_96db3930b996,cat_d2626f412da7,,0,,,,2023-04-28T11:54:01.000Z,2023-05-01T06:39:57.000Z
txn_a8b232872370,2023-04-28,expense,5.2,EUR,5.2,acc_96db3930b996,cat_d2626f412da7,,0,,,,2023-04-28T11:53:50.000Z,2023-05-01T06:39:57.000Z
txn_cc57c97db259,2023-04-28,expense,1,EUR,1,acc_6095ddfb9f0d,cat_f879cc82979f,,0,,,,2023-04-28T17:03:44.000Z,2023-05-01T06:39:57.000Z
txn_99fdd7eb5280,2023-04-28,income,10,EUR,10,acc_6095ddfb9f0d,cat_c13d88cb4cb0,,0,,,,2023-04-28T17:03:54.000Z,2023-05-01T06:39:57.000Z
txn_8adae60629d9,2023-04-28,expense,81.01,EUR,81.01,acc_96db3930b996,cat_c13d88cb4cb0,,0,,,,2023-04-28T17:04:15.000Z,2023-05-01T06:39:57.000Z
txn_b9717bdeff2c,2023-04-28,expense,85,EUR,85,acc_96db3930b996,cat_130fd2da7254,,0,,,,2023-04-28T17:04:40.000Z,2023-05-01T06:39:57.000Z
txn_4c3779da0446,2023-04-28,expense,22,EUR,22,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2023-05-01T09:42:47.000Z,2023-05-01T06:43:06.000Z
txn_ceee81c8bb66,2023-04-29,expense,22.24,EUR,22.24,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2023-05-01T09:42:23.000Z,2023-05-01T06:42:45.000Z
txn_9f34a4c67c72,2023-04-29,expense,8.16,EUR,8.16,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2023-05-01T09:42:33.000Z,2023-05-01T06:42:45.000Z
txn_5a38a97a6c2a,2023-05-01,expense,10,EUR,10,acc_53cbdd5e80a9,cat_f6eff9e0848e,,0,,,,2023-05-01T12:37:26.000Z,2023-05-02T08:56:08.000Z
txn_682445ebd5b3,2023-05-02,expense,0.8,EUR,0.8,acc_96db3930b996,cat_d2626f412da7,,0,,,,2023-05-02T09:55:58.000Z,2023-05-02T08:56:08.000Z
txn_83c788d1c0a1,2023-05-02,expense,10.4,EUR,10.4,acc_96db3930b996,cat_d2626f412da7,,0,,,,2023-05-02T11:55:56.000Z,2023-05-02T08:56:08.000Z
txn_29717a1a438e,2023-05-03,expense,5.2,EUR,5.2,acc_96db3930b996,cat_d2626f412da7,,0,,,,2023-05-03T12:53:44.000Z,2023-05-03T09:54:00.000Z
txn_d563148a0d81,2023-05-03,expense,0.8,EUR,0.8,acc_96db3930b996,cat_d2626f412da7,,0,,,,2023-05-03T12:53:48.000Z,2023-05-03T09:54:00.000Z
txn_ebfacd65e5d0,2023-05-03,expense,15,EUR,15,acc_96db3930b996,"cat_e7a80f49aaf2,cat_1b7d5726533a",,0,,,,2023-05-03T15:18:40.000Z,2023-05-04T05:11:39.000Z
txn_13577319cc3d,2023-05-03,income,31282.82,RUB,355.49,acc_1865128d98f4,cat_28aa83831563,,0,,,,2023-05-04T08:11:46.000Z,2023-05-04T05:12:00.000Z
txn_856c4630659f,2023-05-03,expense,2.5,EUR,2.5,acc_96db3930b996,cat_c13d88cb4cb0,,0,,,,2023-05-04T08:40:49.000Z,2023-05-04T08:42:24.000Z
txn_1ea9078deebb,2023-05-03,income,2.83,EUR,2.83,acc_cc67f5c5a974,cat_d943641d1ed7,,0,,,,2023-05-06T17:10:41.000Z,2023-05-06T14:11:01.000Z
txn_2964bc5001cd,2023-05-03,expense,12.7,EUR,12.7,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-05-06T17:10:52.000Z,2023-05-06T14:11:11.000Z
txn_b9c5a4e76115,2023-05-04,expense,6.4,EUR,6.4,acc_96db3930b996,cat_d2626f412da7,,0,,,,2023-05-04T11:42:18.000Z,2023-05-04T18:42:30.000Z
txn_2581e659c349,2023-05-04,expense,5.89,EUR,5.89,acc_96db3930b996,cat_d2626f412da7,,0,,,,2023-05-04T14:46:00.000Z,2023-05-04T18:42:30.000Z
txn_a0bbcfdee5a1,2023-05-04,expense,44.91,EUR,44.91,acc_53cbdd5e80a9,cat_128b6697ec11,,0,,,,2023-05-04T23:00:36.000Z,2023-05-04T20:00:48.000Z
txn_f0e2838e4b30,2023-05-04,expense,12.7,EUR,12.7,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-05-06T17:10:31.000Z,2023-05-06T14:10:50.000Z
txn_08df89afb248,2023-05-05,expense,0.8,EUR,0.8,acc_96db3930b996,cat_d2626f412da7,,0,,,,2023-05-05T08:49:43.000Z,2023-05-05T05:49:59.000Z
txn_16c4da2f94b8,2023-05-05,expense,1.8,EUR,1.8,acc_96db3930b996,cat_d2626f412da7,,0,,,,2023-05-05T11:37:01.000Z,2023-05-05T08:37:12.000Z
txn_66799d476944,2023-05-06,expense,125.7,EUR,125.7,acc_cc67f5c5a974,cat_c13d88cb4cb0,,0,,,,2023-05-06T17:08:46.000Z,2023-05-06T14:09:51.000Z
txn_e9aab7bba720,2023-05-06,expense,48.3,EUR,48.3,acc_cc67f5c5a974,cat_c13d88cb4cb0,,0,,,,2023-05-06T17:09:01.000Z,2023-05-06T14:09:19.000Z
txn_610fbbb75287,2023-05-06,expense,16.9,EUR,16.9,acc_cc67f5c5a974,cat_c13d88cb4cb0,,0,,,,2023-05-06T17:09:09.000Z,2023-05-06T14:09:30.000Z
txn_f1959df05846,2023-05-06,expense,66.06,EUR,66.06,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2023-05-06T17:09:45.000Z,2023-05-06T14:10:01.000Z
txn_374b1f428acb,2023-05-08,expense,2.2,EUR,2.2,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-05-08T13:11:52.000Z,2023-05-08T10:12:13.000Z
txn_ababd8ac909e,2023-05-08,expense,132.43,RUB,1.5,acc_1865128d98f4,cat_cd2158f023ff,,0,,,ЖКХ ТКО,2023-05-08T21:56:26.000Z,2023-05-08T18:56:30.000Z
txn_ffceeea9dc73,2023-05-08,expense,1688.89,RUB,19.19,acc_1865128d98f4,cat_cd2158f023ff,,0,,,ЖКХ,2023-05-08T21:57:11.000Z,2023-05-08T18:57:14.000Z
txn_45f06b5de81f,2023-05-08,expense,6.69,EUR,6.69,acc_cc67f5c5a974,cat_bf4e28785ab0,,0,,,,2023-05-08T21:59:28.000Z,2023-05-08T18:59:29.000Z
txn_52ea4dd732a2,2023-05-08,expense,10,EUR,10,acc_53cbdd5e80a9,cat_f6eff9e0848e,,0,,,,2023-05-16T20:56:12.000Z,2023-05-16T17:56:15.000Z
txn_d6e64f104890,2023-05-09,expense,0.8,EUR,0.8,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-05-09T08:29:58.000Z,2023-05-15T06:52:11.000Z
txn_9ff025552545,2023-05-09,expense,4.1,EUR,4.1,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-05-09T11:56:30.000Z,2023-05-16T17:55:03.000Z
txn_ef6651ca7d14,2023-05-09,expense,9.4,EUR,9.4,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-05-16T20:52:54.000Z,2023-05-16T17:52:55.000Z
txn_a4870272f5df,2023-05-10,expense,56,EUR,56,acc_53cbdd5e80a9,cat_7b334b726036,,0,,,,2023-05-10T07:48:41.000Z,2023-05-10T18:23:30.000Z
txn_86449d52f866,2023-05-10,expense,76.24,EUR,76.24,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2023-05-16T20:52:25.000Z,2023-05-16T17:52:27.000Z
txn_dd734927a1ce,2023-05-11,expense,21.9,EUR,21.9,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-05-16T20:48:45.000Z,2023-05-16T17:48:47.000Z
txn_94448815f97b,2023-05-11,expense,0.8,EUR,0.8,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-05-16T20:52:07.000Z,2023-05-16T17:52:10.000Z
txn_f9f800c306d6,2023-05-13,expense,10,EUR,10,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-05-16T20:48:24.000Z,2023-05-16T17:48:26.000Z
txn_d7b625fdcd48,2023-05-14,expense,7.4,EUR,7.4,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-05-16T20:48:14.000Z,2023-05-16T17:48:16.000Z
txn_08d7fb7412f3,2023-05-14,expense,17,EUR,17,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-05-16T20:50:46.000Z,2023-05-16T17:50:48.000Z
txn_c498bfb9a49d,2023-05-15,expense,0.8,EUR,0.8,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-05-15T09:20:27.000Z,2023-05-15T06:51:17.000Z
txn_1eaeec6f0404,2023-05-16,expense,3.6,EUR,3.6,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-05-16T20:47:32.000Z,2023-05-16T17:47:35.000Z
txn_f5a5321ca7a8,2023-05-16,expense,10,EUR,10,acc_53cbdd5e80a9,cat_f6eff9e0848e,,0,,,,2023-05-16T21:00:11.000Z,2023-05-16T18:00:13.000Z
txn_54807e07f278,2023-05-17,expense,0.8,EUR,0.8,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-05-17T11:40:43.000Z,2023-05-17T08:40:45.000Z
txn_20e82c8cbe85,2023-05-17,expense,20.73,EUR,20.73,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2023-05-23T07:44:39.000Z,2023-05-23T09:08:02.000Z
txn_7cd136e9351a,2023-05-17,expense,35.95,EUR,35.95,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2023-05-23T07:44:49.000Z,2023-05-23T09:08:02.000Z
txn_43905578e8ef,2023-05-19,expense,0.8,EUR,0.8,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-05-19T08:52:52.000Z,2023-05-19T05:52:54.000Z
txn_78389b9cc8dc,2023-05-19,expense,3.5,EUR,3.5,acc_96db3930b996,"cat_e7a80f49aaf2,cat_1b7d5726533a",,0,,,,2023-05-19T15:18:15.000Z,2023-05-22T06:56:57.000Z
txn_2b8c81ae315c,2023-05-19,expense,12.93,EUR,12.93,acc_cc67f5c5a974,cat_c13d88cb4cb0,,0,,,,2023-05-19T15:39:14.000Z,2023-05-22T06:56:57.000Z
txn_85d6f1ea6038,2023-05-19,expense,36.2,EUR,36.2,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2023-05-23T07:44:16.000Z,2023-05-23T09:08:02.000Z
txn_065b02d48cd9,2023-05-22,expense,2622,RUB,29.8,acc_1865128d98f4,"cat_c13d88cb4cb0,cat_1b7d5726533a",,0,,,,2023-05-22T09:57:13.000Z,2023-05-22T06:57:19.000Z
txn_5f7b99e2a327,2023-05-22,expense,13.12,EUR,13.12,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2023-05-23T07:43:43.000Z,2023-05-23T09:08:02.000Z
txn_0884acc8cf15,2023-05-22,expense,2,EUR,2,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-05-23T07:43:34.000Z,2023-05-23T09:08:02.000Z
txn_b432664cd88e,2023-05-23,expense,5.2,EUR,5.2,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-05-23T11:38:11.000Z,2023-05-23T09:08:02.000Z
txn_04c64984e9af,2023-05-23,expense,1,EUR,1,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-05-23T12:08:06.000Z,2023-05-23T09:08:09.000Z
txn_4073766c9658,2023-05-23,expense,66.44,EUR,66.44,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2023-05-29T15:47:36.000Z,2023-05-29T12:47:39.000Z
txn_a5c05a714cba,2023-05-24,expense,5.2,EUR,5.2,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-05-24T12:27:06.000Z,2023-05-24T09:27:12.000Z
txn_2797e4e531ed,2023-05-24,expense,1,EUR,1,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-05-24T12:27:10.000Z,2023-05-24T09:27:12.000Z
txn_33cc25e468fa,2023-05-25,expense,0.8,EUR,0.8,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-05-25T08:53:04.000Z,2023-05-25T05:53:05.000Z
txn_f24263ba2e80,2023-05-25,expense,2.84,EUR,2.84,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2023-05-25T15:19:59.000Z,2023-05-25T16:20:14.000Z
txn_0b74312d42b6,2023-05-25,expense,25.95,EUR,25.95,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-05-25T19:20:20.000Z,2023-05-25T16:20:21.000Z
txn_780348b661c4,2023-05-25,expense,5.2,EUR,5.2,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-05-26T15:08:36.000Z,2023-05-26T12:08:50.000Z
txn_0535c2ac97f7,2023-05-26,expense,5.2,EUR,5.2,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-05-26T15:08:29.000Z,2023-05-26T12:08:50.000Z
txn_c064cf39364d,2023-05-27,expense,33.49,EUR,33.49,acc_cc67f5c5a974,cat_e7a80f49aaf2,,0,,,,2023-05-27T11:57:37.000Z,2023-05-28T05:28:38.000Z
txn_ace573dec8ee,2023-05-27,expense,81.73,EUR,81.73,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2023-05-29T15:46:46.000Z,2023-05-29T12:46:48.000Z
txn_62ae6d6dd65d,2023-05-28,expense,10,EUR,10,acc_53cbdd5e80a9,cat_f6eff9e0848e,,0,,,,2023-05-28T11:15:59.000Z,2023-05-28T08:16:01.000Z
txn_b4867a7f55d5,2023-05-29,expense,0.8,EUR,0.8,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-05-29T08:47:50.000Z,2023-05-29T05:47:51.000Z
txn_a4988861a086,2023-05-29,expense,1.2,EUR,1.2,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-05-29T15:46:26.000Z,2023-05-30T07:38:53.000Z
txn_f9b166c64b4b,2023-05-29,expense,12.7,EUR,12.7,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-05-29T15:46:34.000Z,2023-05-29T12:46:37.000Z
txn_a438262bf04c,2023-05-30,expense,0.8,EUR,0.8,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-05-30T08:49:49.000Z,2023-05-30T05:49:51.000Z
txn_5c80e039a844,2023-05-30,expense,1.2,EUR,1.2,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-05-30T10:38:47.000Z,2023-05-30T07:38:53.000Z
txn_49504344c58b,2023-05-30,expense,6,EUR,6,acc_cc67f5c5a974,cat_c13d88cb4cb0,,0,,,,2023-05-30T15:09:04.000Z,2023-05-30T15:52:45.000Z
txn_3d9fc46e168b,2023-05-30,expense,5.2,EUR,5.2,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-05-30T15:09:16.000Z,2023-05-30T15:52:45.000Z
txn_3efb7de602b1,2023-05-30,expense,5.49,EUR,5.49,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2023-05-30T18:52:50.000Z,2023-05-30T15:52:56.000Z
txn_6f1740bcd7c7,2023-05-30,expense,25.16,EUR,25.16,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2023-06-05T15:26:25.000Z,2023-06-05T12:26:40.000Z
txn_b0eb5e32e434,2023-05-31,expense,0.8,EUR,0.8,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-05-31T08:52:12.000Z,2023-05-31T05:52:35.000Z
txn_fa6a9c24ab3e,2023-05-31,expense,1.2,EUR,1.2,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-05-31T08:52:33.000Z,2023-05-31T05:52:35.000Z
txn_a6452fd36e4f,2023-05-31,expense,5.2,EUR,5.2,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-05-31T11:42:09.000Z,2023-05-31T08:42:12.000Z
txn_2acd18befcf7,2023-05-31,expense,18.07,EUR,18.07,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2023-06-05T15:26:01.000Z,2023-06-05T12:26:19.000Z
txn_60d7f86e58f6,2023-06-01,expense,0.8,EUR,0.8,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-06-01T07:56:34.000Z,2023-06-01T04:56:48.000Z
txn_b4e7e8a91fc1,2023-06-01,expense,1,EUR,1,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-06-01T07:57:01.000Z,2023-06-01T04:57:15.000Z
txn_fe0fa4d82f6a,2023-06-01,expense,0.8,EUR,0.8,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-06-01T09:03:51.000Z,2023-06-01T06:04:06.000Z
txn_68d8a71196a0,2023-06-01,expense,5.2,EUR,5.2,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-06-01T11:41:58.000Z,2023-06-01T08:42:15.000Z
txn_6903b728f5fb,2023-06-01,expense,6.7,EUR,6.7,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-06-01T14:30:56.000Z,2023-06-02T12:22:27.000Z
txn_d6ea11620ef0,2023-06-01,expense,5,EUR,5,acc_cc67f5c5a974,cat_c13d88cb4cb0,,0,,,,2023-06-05T15:25:40.000Z,2023-06-05T12:25:58.000Z
txn_d0191ce27885,2023-06-02,expense,4.76,EUR,4.76,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2023-06-05T15:24:08.000Z,2023-06-05T12:25:37.000Z
txn_cf67755fa1dc,2023-06-02,expense,4.4,EUR,4.4,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-06-05T15:24:18.000Z,2023-06-05T12:25:37.000Z
txn_cbd712e9c612,2023-06-02,expense,0.8,EUR,0.8,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-06-05T15:25:22.000Z,2023-06-05T12:25:37.000Z
txn_2d92f93c6907,2023-06-04,expense,33.22,EUR,33.22,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2023-06-04T16:12:00.000Z,2023-06-04T13:12:14.000Z
txn_5bb05e2dbb23,2023-06-04,expense,22.55,EUR,22.55,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2023-06-05T15:23:48.000Z,2023-06-05T12:24:04.000Z
txn_f9863fa8ee91,2023-06-05,expense,0.8,EUR,0.8,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-06-05T11:24:09.000Z,2023-06-05T08:24:26.000Z
txn_21f5c265092e,2023-06-05,expense,5.2,EUR,5.2,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-06-05T11:24:13.000Z,2023-06-05T08:24:26.000Z
txn_513e82804f7e,2023-06-05,income,2.59,EUR,2.59,acc_cc67f5c5a974,cat_d943641d1ed7,,0,,,,2023-06-05T15:23:30.000Z,2023-06-05T12:23:44.000Z
txn_f21e82727d6b,2023-06-06,expense,0.8,EUR,0.8,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-06-06T10:06:02.000Z,2023-06-06T07:06:21.000Z
txn_5c991d95fd5d,2023-06-06,expense,10,EUR,10,acc_53cbdd5e80a9,cat_f6eff9e0848e,,0,,,,2023-06-06T10:28:54.000Z,2023-06-06T08:26:51.000Z
txn_dfabdcd763c3,2023-06-06,expense,5.2,EUR,5.2,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-06-06T11:26:45.000Z,2023-06-06T08:27:01.000Z
txn_d1fb26085386,2023-06-06,expense,0.8,EUR,0.8,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-06-06T15:20:47.000Z,2023-06-06T12:21:03.000Z
txn_a53a2630f55d,2023-06-06,expense,10,EUR,10,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-06-06T16:42:23.000Z,2023-06-07T06:14:35.000Z
txn_097c7b87b6b7,2023-06-06,expense,45.67,EUR,45.67,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2023-06-12T09:17:54.000Z,2023-06-12T06:17:57.000Z
txn_a0dd684a7024,2023-06-06,expense,18.88,EUR,18.88,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2023-06-12T09:18:14.000Z,2023-06-12T06:18:34.000Z
txn_9f3e8b29d67b,2023-06-07,expense,5.2,EUR,5.2,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-06-07T11:22:57.000Z,2023-06-07T08:23:14.000Z
txn_c53c62d5b583,2023-06-07,expense,0.8,EUR,0.8,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-06-07T11:23:01.000Z,2023-06-07T08:23:14.000Z
txn_559bf3ae90e1,2023-06-07,income,31282.82,RUB,355.49,acc_1865128d98f4,cat_28aa83831563,,0,,,,2023-06-07T14:20:45.000Z,2023-06-08T08:22:55.000Z
txn_b139fdbb0711,2023-06-07,expense,132.43,RUB,1.5,acc_1865128d98f4,cat_cd2158f023ff,,0,,,ЖКХ ТКО,2023-06-09T15:44:28.000Z,2023-06-09T12:44:56.000Z
txn_ff9a11ed6e6e,2023-06-08,expense,5.2,EUR,5.2,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-06-08T11:22:54.000Z,2023-06-08T08:23:05.000Z
txn_d3d2a86b5a3a,2023-06-08,expense,56,EUR,56,acc_cc67f5c5a974,cat_7b334b726036,,0,,,,2023-06-08T15:11:06.000Z,2023-06-09T05:51:21.000Z
txn_acd491e67997,2023-06-08,expense,3.8,EUR,3.8,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-06-08T15:11:12.000Z,2023-06-09T05:51:21.000Z
txn_19579e1c76ae,2023-06-08,expense,10.3,EUR,10.3,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-06-08T16:14:41.000Z,2023-06-09T05:51:21.000Z
txn_f13770bcd3d1,2023-06-08,expense,11.5,EUR,11.5,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-06-08T17:24:59.000Z,2023-06-09T05:51:21.000Z
txn_17e0c74c545c,2023-06-08,expense,7.64,EUR,7.64,acc_cc67f5c5a974,cat_130fd2da7254,,0,,,,2023-06-12T09:17:29.000Z,2023-06-12T06:17:31.000Z
txn_8e1f5e63eb99,2023-06-09,expense,0.8,EUR,0.8,acc_cc67f5c5a974,cat_d2626f412da7,,0,,,,2023-06-09T08:51:18.000Z,2023-06-09T08:23:09.000Z
