zm_dump_2011,1780999454,,,"4,0",


date,categoryName,payee,comment,outcomeAccountName,outcome,outcomeCurrencyShortTitle,incomeAccountName,income,incomeCurrencyShortTitle,createdDate,changedDate
2018-06-28,"Finances / Salary",,,,,,"₽ Tinkoff Debit","24700,00",RUB,"2018-06-28 07:28:53","2018-07-02 10:39:49"
2018-06-28,"Body / Health",Озерки,,"₽ Tinkoff Debit","453,00",RUB,,,,"2018-06-28 20:11:33","2018-07-02 10:39:04"
2018-06-28,"Payments / Transport","Метро Санкт-Петербург",,"₽ Tinkoff Debit","2900,00",RUB,,,,"2018-06-28 20:05:43","2018-07-02 10:39:04"
2018-06-28,"Food & Drink / Groceries",,,"VTB Matryoshka","164,17",RUB,,,,"2018-06-28 21:07:18","2018-06-28 18:07:14"
2018-06-29,"Food & Drink / Cafe",,,"VTB Matryoshka","200,00",RUB,,,,"2018-06-30 00:26:19","2018-06-29 21:27:07"
2018-06-29,"Food & Drink / Cafe",,,"VTB Matryoshka","2010,00",RUB,,,,"2018-06-30 00:27:16","2018-06-29 21:27:12"
2018-06-29,"Food & Drink / Cafe",,,"VTB Matryoshka","500,00",RUB,,,,"2018-06-30 00:27:21","2018-06-29 21:27:18"
2018-06-29,"Body / Clothes",,,"₽ Cash","800,00",RUB,,,,"2018-06-30 11:38:49","2018-06-30 08:38:05"
2018-06-30,"Things / Stuff",,,"VTB Matryoshka","1000,00",RUB,,,,"2018-06-30 11:38:57","2018-06-30 08:38:24"
2018-06-30,"Finances / Profits",,,,,,"QB Middle","35,32",USD,"2018-08-03 22:48:45","2018-08-03 19:48:45"
2018-07-01,"Food & Drink / Groceries",,,"VTB Matryoshka","892,63",RUB,,,,"2018-07-01 13:55:33","2018-07-01 10:55:28"
2018-07-01,"Payments / Connection",,,"VTB Matryoshka","371,00",RUB,,,,"2018-07-01 13:55:35","2018-07-01 10:55:50"
2018-07-02,"Life / Study",,,"₽ Tinkoff Debit","400,00",RUB,,,,"2018-07-02 20:33:29","2018-07-02 17:33:24"
2018-07-04,"Food & Drink / Groceries",,,"VTB Matryoshka","176,78",RUB,,,,"2018-07-04 19:37:29","2018-07-04 16:37:29"
2018-07-05,"Things / Presents",,,"₽ Cash","200,00",RUB,,,,"2018-07-05 15:21:00","2018-07-05 12:21:01"
2018-07-05,"Food & Drink / Groceries","АО ""Дикси Юг"" Дикси-78775",,"VTB Matryoshka","690,69",RUB,,,,"2018-07-06 07:42:35","2018-07-06 04:42:35"
2018-07-06,"Food & Drink / Groceries",,,"VTB Matryoshka","396,50",RUB,,,,"2018-07-06 19:58:26","2018-07-06 16:58:26"
2018-07-08,"Food & Drink / Groceries","АО ""Дикси Юг"" Дикси-78775",,"VTB Matryoshka","1224,69",RUB,,,,"2018-07-08 17:45:35","2018-07-08 14:45:34"
2018-07-09,"Food & Drink / Groceries","ООО ""ТД Интерторг""",,"VTB Matryoshka","223,00",RUB,,,,"2018-07-09 12:35:34","2018-07-09 09:35:34"
2018-07-09,"Life / Recreation",,,"₽ Tinkoff Debit","11100,00",RUB,,,,"2018-07-09 15:34:24","2019-05-15 08:54:50"
2018-07-09,"Life / Study",,,"₽ Cash","400,00",RUB,,,,"2018-07-09 18:31:38","2018-07-09 18:50:23"
2018-07-09,"Food & Drink / Cafe",,,"₽ Tinkoff Debit","200,00",RUB,,,,"2018-07-09 21:50:16","2018-07-09 18:50:15"
2018-07-10,"Food & Drink / Cafe",,,"VTB Matryoshka","67,00",RUB,,,,"2018-07-21 11:59:10","2018-07-21 08:58:32"
2018-07-11,"Finances / Salary",,,,,,"₽ Tinkoff Debit","52860,94",RUB,"2018-07-11 14:55:54","2018-07-11 11:55:53"
2018-07-11,"Food & Drink / Cafe",,,"VTB Matryoshka","1120,00",RUB,,,,"2018-07-12 07:22:56","2018-07-12 04:22:54"
2018-07-12,"Things / Stuff","ООО ""Максидом""",,"VTB Matryoshka","57,00",RUB,,,,"2018-07-12 21:24:33","2018-07-12 18:24:30"
2018-07-13,"Food & Drink / Cafe",,,Binbank,"172,00",RUB,,,,"2018-07-15 09:10:43","2018-07-15 06:10:40"
2018-07-13,"Food & Drink / Cafe",,,Binbank,"292,00",RUB,,,,"2018-07-15 09:10:50","2018-07-15 06:10:47"
2018-07-14,"Food & Drink / Groceries",,,"VTB Matryoshka","1620,50",RUB,,,,"2018-07-15 16:25:25","2018-07-15 13:25:25"
2018-07-14,"Body / Health","ООО ""Эркафарм Северо-запад""",,"VTB Matryoshka","235,00",RUB,,,,"2018-07-15 16:26:10","2018-07-15 13:26:10"
2018-07-14,"Life / Recreation",,,"₽ Cash","350,00",RUB,,,,"2018-07-15 16:26:27","2018-12-16 13:32:53"
2018-07-14,,,,"₽ Tinkoff Debit","3900,00",RUB,"₽ Cash","3900,00",RUB,"2018-07-15 16:27:00","2018-07-15 13:27:00"
2018-07-15,"Food & Drink / Groceries","АО ""Дикси Юг"" Дикси-78775",,"VTB Matryoshka","1111,15",RUB,,,,"2018-07-15 22:37:37","2018-07-15 19:37:38"
2018-07-16,"Food & Drink / Cafe",,,"₽ Tinkoff Debit","50,00",RUB,,,,"2018-07-16 18:51:30","2018-07-16 15:51:30"
2018-07-16,"Food & Drink / Cafe",,,Binbank,"180,00",RUB,,,,"2018-07-16 19:36:46","2018-07-16 16:36:47"
2018-07-17,"Life / Study",,,"VTB Matryoshka","350,00",RUB,,,,"2018-07-17 20:45:13","2018-07-17 17:45:13"
2018-07-17,"Food & Drink / Groceries","АО ""Дикси Юг"" Дикси-78775",,"VTB Matryoshka","361,31",RUB,,,,"2018-07-17 20:45:33","2018-07-17 17:45:40"
2018-07-17,"Food & Drink / Cafe",,,Binbank,"210,00",RUB,,,,"2018-07-18 19:15:24","2018-07-18 16:15:24"
2018-07-17,"Things / Presents",,,"₽ Cash","200,00",RUB,,,,"2018-08-04 09:50:59","2018-08-04 06:51:40"
2018-07-18,"Food & Drink / Cafe",,,Binbank,"127,00",RUB,,,,"2018-07-18 11:38:12","2018-07-18 08:38:12"
2018-07-18,"Food & Drink / Cafe",,,Binbank,"152,00",RUB,,,,"2018-07-18 19:15:07","2018-07-18 16:15:07"
2018-07-19,,,"КК ВТБ Матрёшка","₽ Tinkoff Debit","7666,00",RUB,"VTB Matryoshka","7666,00",RUB,"2018-07-19 07:30:41","2018-07-19 04:31:03"
2018-07-19,"Food & Drink / Cafe",,,Binbank,"190,00",RUB,,,,"2018-07-19 12:58:21","2018-07-19 09:58:20"
2018-07-19,"Finances / Profits",,,,,,"Tinkoff Accumulation","120,83",RUB,"2018-07-27 07:06:13","2018-07-27 04:05:52"
2018-07-19,"Finances / Profits",,,,,,"Tinkoff Saving","141,23",RUB,"2018-07-30 21:06:25","2018-07-30 18:06:23"
2018-07-20,"Food & Drink / Cafe",,,Binbank,"344,00",RUB,,,,"2018-07-20 17:26:06","2018-07-21 19:23:50"
2018-07-20,"Food & Drink / Cafe",,,"VTB Matryoshka","1394,00",RUB,,,,"2018-07-21 11:57:58","2018-07-21 08:57:20"
2018-07-20,"Finances / Cashback",,,,,,"₽ Tinkoff Debit","170,00",RUB,"2018-07-21 11:59:57","2018-07-21 08:59:19"
2018-07-20,"Finances / Profits",,,,,,"₽ Tinkoff Debit","1074,23",RUB,"2018-07-21 12:00:08","2018-07-21 08:59:29"
2018-07-20,"Things / Stuff",,,"₽ Cash","45,00",RUB,,,,"2018-07-21 12:00:29","2018-08-18 07:58:00"
2018-07-21,"Food & Drink / Groceries","АО ""Дикси Юг"" Дикси-78775",,"VTB Matryoshka","895,46",RUB,,,,"2018-07-21 22:23:40","2018-07-21 19:23:38"
2018-07-23,"Payments / Apartment",,"Ипотека 7230,11","₽ Tinkoff Debit","27000,00",RUB,,,,"2018-07-23 07:08:45","2018-07-23 08:39:46"
2018-07-23,"Food & Drink / Groceries","ООО ""ТД Интерторг""",,"VTB Matryoshka","139,70",RUB,,,,"2018-07-24 08:24:17","2018-07-24 05:24:17"
2018-07-23,"Food & Drink / Cafe",,,Binbank,"349,00",RUB,,,,"2018-07-24 21:36:53","2018-07-24 18:36:47"
2018-07-24,,,"КК Бинбанк","₽ Tinkoff Debit","2336,00",RUB,Binbank,"2336,00",RUB,"2018-07-24 07:25:08","2018-07-24 04:25:14"
2018-07-24,"Food & Drink / Groceries","АО ""Дикси Юг"" Дикси-78775",,"VTB Matryoshka","447,67",RUB,,,,"2018-07-24 20:12:14","2018-07-24 17:12:14"
2018-07-25,"Food & Drink / Cafe",,,Binbank,"242,00",RUB,,,,"2018-07-25 21:55:22","2018-07-25 18:55:10"
2018-07-25,"Life / Recreation",,,"VTB Matryoshka","1300,00",RUB,,,,"2018-07-25 21:55:35","2018-07-25 18:55:23"
2018-07-26,"Food & Drink / Cafe",,,Binbank,"155,00",RUB,,,,"2018-07-27 01:01:16","2018-07-26 22:01:14"
2018-07-26,"Food & Drink / Groceries",,,"VTB Matryoshka","69,00",RUB,,,,"2018-07-27 01:02:41","2018-07-26 22:02:40"
2018-07-27,,,"Кредит ВТБ","₽ Tinkoff Debit","13084,46",RUB,"VTB credit","13084,46",RUB,"2018-07-27 07:04:59","2018-07-27 08:57:11"
2018-07-27,,,Страховка,"₽ Tinkoff Debit","3642,00",RUB,"Tinkoff Saving","3642,00",RUB,"2018-07-27 11:57:15","2019-09-25 11:11:06"
2018-07-27,"Finances / Salary",,,,,,"₽ Tinkoff Debit","24700,00",RUB,"2018-07-27 14:38:36","2018-07-28 20:48:22"
2018-07-27,"Food & Drink / Cafe",,,"VTB Matryoshka","250,00",RUB,,,,"2018-08-03 20:45:32","2018-08-03 17:45:45"
2018-07-27,"Food & Drink / Cafe",,,Binbank,"242,00",RUB,,,,"2018-08-18 09:50:03","2018-08-18 06:50:03"
2018-07-29,"Food & Drink / Groceries","АО ""Дикси Юг"" Дикси-78775",,"VTB Matryoshka","841,57",RUB,,,,"2018-07-29 22:14:24","2018-07-29 19:14:23"
2018-07-29,"Food & Drink / Cafe",,,"₽ Cash","500,00",RUB,,,,"2018-07-29 22:14:35","2018-07-29 19:14:33"
2018-07-30,"Food & Drink / Cafe",,,Binbank,"302,00",RUB,,,,"2018-07-30 13:18:01","2018-07-30 10:17:59"
2018-07-30,"Finances / Salary",,,,,,"₽ Tinkoff Debit","17400,00",RUB,"2018-07-30 14:36:33","2018-07-30 11:36:44"
2018-07-30,"Body / Health",,,"VTB Matryoshka","2,00",RUB,,,,"2018-07-30 20:41:03","2018-08-04 19:33:08"
2018-07-30,,,,"VTB Matryoshka","7000,00",RUB,"₽ Tinkoff Debit","7000,00",RUB,"2018-07-30 21:03:19","2018-08-04 19:33:08"
2018-07-31,"Food & Drink / Cafe",,,Binbank,"204,00",RUB,,,,"2018-07-31 13:22:41","2018-07-31 10:22:40"
2018-07-31,"Food & Drink / Groceries","АО ""Дикси Юг"" Дикси-78775",,"VTB Matryoshka","49,99",RUB,,,,"2018-07-31 22:56:56","2018-07-31 19:56:54"
2018-07-31,"Finances / Profits",,,,,,"QB Middle","103,15",USD,"2018-08-28 10:47:26","2018-08-28 07:47:23"
2018-08-01,"Payments / Connection",,,"VTB Matryoshka","280,00",RUB,,,,"2018-08-01 07:56:48","2018-08-01 10:29:43"
2018-08-01,"Food & Drink / Cafe",,,Binbank,"272,00",RUB,,,,"2018-08-01 13:29:50","2018-08-01 10:29:50"
2018-08-01,"Food & Drink / Groceries",,,"VTB Matryoshka","518,43",RUB,,,,"2018-08-01 19:51:21","2018-08-02 10:12:51"
2018-08-02,"Food & Drink / Cafe",,,Binbank,"217,00",RUB,,,,"2018-08-03 18:33:11","2018-08-03 15:33:11"
2018-08-03,"Food & Drink / Cafe",,,Binbank,"247,00",RUB,,,,"2018-08-03 18:33:17","2018-08-03 15:33:16"
2018-08-03,,,,"Tinkoff credit","533250,00",RUB,"₽ Tinkoff Debit","450000,00",RUB,"2018-08-03 20:39:44","2018-08-03 17:39:43"
2018-08-04,"Payments / Transport","ГУП ""Петербургский Метрополитен""",,"VTB Matryoshka","2900,00",RUB,,,,"2018-08-04 14:58:18","2018-08-04 11:58:18"
2018-08-04,"Food & Drink / Groceries","АО ""Дикси Юг"" Дикси-78775",,"VTB Matryoshka","1106,23",RUB,,,,"2018-08-04 22:33:39","2018-08-04 19:33:39"
2018-08-04,"Food & Drink / Groceries",,,"VTB Matryoshka","143,00",RUB,,,,"2018-08-05 14:09:29","2018-08-05 11:09:29"
2018-08-06,,,,"₽ Tinkoff Debit","395376,61",RUB,"VTB credit","395376,61",RUB,"2018-08-06 10:11:19","2018-08-06 07:11:22"
2018-08-08,"Food & Drink / Cafe",,,Binbank,"1200,00",RUB,,,,"2018-08-09 07:38:17","2018-08-09 04:38:16"
2018-08-08,"Food & Drink / Cafe",,,"₽ Cash","120,00",RUB,,,,"2018-08-09 07:38:26","2018-08-09 04:38:29"
2018-08-09,"Food & Drink / Cafe",,,"VTB Matryoshka","400,00",RUB,,,,"2018-08-10 00:10:05","2018-08-10 18:25:45"
2018-08-09,"Life / Study",,,"VTB Matryoshka","7900,00",RUB,,,,"2018-08-18 09:56:58","2018-08-18 06:56:58"
2018-08-09,"Finances / Cashback",,,,,,"VTB Matryoshka","519,39",RUB,"2018-08-18 09:56:58","2018-08-18 06:57:06"
2018-08-10,"Food & Drink / Cafe",,,Binbank,"305,00",RUB,,,,"2018-08-10 13:22:26","2018-08-10 18:25:45"
2018-08-10,"Food & Drink / Cafe",,,Binbank,"900,04",RUB,,,,"2018-08-10 21:25:55","2018-08-13 08:05:01"
2018-08-10,"Food & Drink / Groceries","ООО ""ТД Интерторг""",,"VTB Matryoshka","437,10",RUB,,,,"2018-08-13 11:04:45","2018-08-13 08:04:45"
2018-08-10,"Food & Drink / Groceries",,,"VTB Matryoshka","138,90",RUB,,,,"2018-08-13 11:06:05","2018-08-13 08:06:05"
2018-08-10,"Things / Stuff",,,"VTB Matryoshka","35,00",RUB,,,,"2018-08-18 09:56:58","2018-08-18 06:56:58"
2018-08-11,"Food & Drink / Cafe",,,"VTB Matryoshka","275,00",RUB,,,,"2018-08-11 07:24:34","2018-08-11 04:24:32"
2018-08-11,"Food & Drink / Cafe",,,"VTB Matryoshka","500,00",RUB,,,,"2018-08-12 11:17:16","2018-08-13 08:03:15"
2018-08-11,"Payments / Transport",,,"VTB Matryoshka","733,95",RUB,,,,"2018-08-18 09:54:08","2018-08-18 06:54:08"
2018-08-11,"Food & Drink / Cafe",,,"VTB Matryoshka","300,00",RUB,,,,"2018-08-18 09:56:58","2018-08-18 06:56:58"
2018-08-12,"Food & Drink / Cafe",,,"₽ Cash","200,00",RUB,,,,"2018-08-12 11:17:22","2018-08-13 08:03:15"
2018-08-12,"Food & Drink / Groceries",,,"VTB Matryoshka","635,00",RUB,,,,"2018-08-13 11:07:24","2018-08-13 08:07:24"
2018-08-13,"Finances / Salary",,,,,,"₽ Tinkoff Debit","45770,00",RUB,"2018-08-13 17:27:53","2018-08-13 20:13:25"
2018-08-13,"Food & Drink / Cafe",,,Binbank,"1200,00",RUB,,,,"2018-08-13 23:14:01","2018-08-13 20:14:02"
2018-08-13,"Food & Drink / Cafe",,,Binbank,"137,00",RUB,,,,"2018-08-18 09:50:03","2018-08-18 06:50:03"
2018-08-13,"Things / Stuff",,,"VTB Matryoshka","80,00",RUB,,,,"2018-08-18 09:53:02","2018-08-18 06:53:02"
2018-08-14,"Food & Drink / Groceries","АО ""Дикси Юг"" Дикси-78775",,"VTB Matryoshka","865,45",RUB,,,,"2018-08-14 21:17:05","2018-08-14 18:17:05"
2018-08-14,"Food & Drink / Cafe",,,Binbank,"247,00",RUB,,,,"2018-08-18 09:50:03","2018-08-18 06:50:03"
2018-08-17,,,"КК ВТБ Матрёшка","₽ Tinkoff Debit","16000,00",RUB,"VTB Matryoshka","16000,00",RUB,"2018-08-17 06:57:48","2018-08-17 03:58:05"
2018-08-17,"Food & Drink / Groceries",,,"VTB Matryoshka","449,04",RUB,,,,"2018-08-17 18:14:21","2018-08-17 15:14:20"
2018-08-18,"Food & Drink / Cafe",,,,,,"₽ Cash","500,00",RUB,"2018-08-18 22:51:18","2018-08-18 19:51:18"
2018-08-18,"Food & Drink / Cafe",,,"VTB Matryoshka","2338,00",RUB,,,,"2018-08-18 23:46:55","2018-08-18 20:46:55"
2018-08-18,"Food & Drink / Cafe",,,"VTB Matryoshka","250,00",RUB,,,,"2018-08-21 10:25:33","2018-08-21 07:25:52"
2018-08-19,"Food & Drink / Groceries",,,"₽ Tinkoff Debit","395,59",RUB,,,,"2018-08-19 18:33:09","2018-08-21 07:27:43"
2018-08-19,"Food & Drink / Cafe",,,"VTB Matryoshka","240,00",RUB,,,,"2018-08-19 18:33:18","2018-08-19 15:33:16"
2018-08-19,"Finances / Profits",,,,,,"Tinkoff Accumulation","1247,02",RUB,"2018-08-21 10:28:19","2018-08-21 07:28:56"
2018-08-19,"Finances / Profits",,,,,,"Tinkoff Saving","165,37",RUB,"2018-08-21 10:28:35","2018-08-21 07:28:43"
2018-08-20,"Body / Health",,,"VTB Matryoshka","2153,00",RUB,,,,"2018-08-20 19:55:34","2018-08-20 16:55:33"
2018-08-21,"Food & Drink / Cafe",,,"VTB Matryoshka","445,00",RUB,,,,"2018-08-21 22:47:23","2018-08-21 19:47:22"
2018-08-21,"Food & Drink / Groceries","АО ""Дикси Юг"" Дикси-78810",,"VTB Matryoshka","331,58",RUB,,,,"2018-08-21 22:47:41","2018-08-21 19:47:39"
2018-08-22,"Food & Drink / Groceries","ООО ""ТД Интерторг""",,"VTB Matryoshka","848,37",RUB,,,,"2018-08-22 20:31:28","2018-08-22 17:31:26"
2018-08-23,"Food & Drink / Groceries","АО ""Дикси Юг"" Дикси-78775",,"VTB Matryoshka","298,84",RUB,,,,"2018-08-24 10:04:39","2018-08-24 07:04:37"
2018-08-24,"Food & Drink / Cafe",,,,,,"₽ Tinkoff Debit","440,00",RUB,"2018-08-18 22:51:09","2018-08-24 07:10:20"
2018-08-24,,,"КК Бинбанк","₽ Tinkoff Debit","2655,00",RUB,Binbank,"2655,00",RUB,"2018-08-24 10:05:23","2018-08-24 07:05:26"
2018-08-24,"Payments / Apartment",,,"₽ Tinkoff Debit","19686,32",RUB,,,,"2018-08-24 10:07:25","2018-09-24 04:06:43"
2018-08-24,"Food & Drink / Groceries",,,"VTB Matryoshka","784,61",RUB,,,,"2018-08-25 12:02:14","2018-08-25 09:02:11"
2018-08-26,"Food & Drink / Groceries","АО ""Дикси Юг"" Дикси-78775",,"VTB Matryoshka","321,88",RUB,,,,"2018-08-26 22:35:07","2018-08-26 19:35:04"
2018-08-27,,,Страховка,"₽ Tinkoff Debit","3642,00",RUB,"Tinkoff Saving","3642,00",RUB,"2018-08-27 12:25:36","2019-09-25 11:11:06"
2018-08-28,"Finances / Profits",,,"QB India","60,69",USD,,,,"2018-08-28 10:46:49","2018-08-28 07:46:46"
2018-08-28,"Things / Stuff",,,"VTB Matryoshka","28,00",RUB,,,,"2018-08-28 19:13:37","2018-08-28 16:13:33"
2018-08-28,"Food & Drink / Groceries","АО ""Дикси Юг"" Дикси-78775",,"VTB Matryoshka","746,31",RUB,,,,"2018-08-28 19:13:48","2018-08-28 16:13:45"
2018-08-29,"Finances / Salary",,,,,,"₽ Tinkoff Debit","24700,00",RUB,"2018-08-29 18:36:07","2018-08-29 15:36:03"
2018-08-29,"Payments / Transport",,,"VTB Matryoshka","360,00",RUB,,,,"2018-08-29 20:00:05","2018-08-29 17:00:03"
2018-08-29,"Food & Drink / Groceries",,,"VTB Matryoshka","34,99",RUB,,,,"2018-08-29 22:31:33","2018-08-29 19:31:28"
2018-08-29,"Payments / Transport",,,"VTB Matryoshka","726,60",RUB,,,,"2018-08-30 06:57:22","2018-08-30 03:57:18"
2018-08-31,"Payments / Transport",,,"VTB Matryoshka","300,00",RUB,,,,"2018-08-31 09:12:43","2018-08-31 06:12:39"
2018-08-31,"Food & Drink / Cafe",,,Binbank,"322,00",RUB,,,,"2018-08-31 21:27:20","2018-08-31 18:27:20"
2018-08-31,"Body / Clothes",,,"VTB Matryoshka","880,00",RUB,,,,"2018-08-31 21:27:30","2018-09-01 09:22:25"
2018-08-31,,,,"QB India","29865,15",USD,"QB Algo","29865,15",USD,"2019-02-26 10:04:51","2019-02-26 07:04:51"
2018-08-31,"Finances / Profits",,,,,,"QB Middle","345,61",USD,"2019-02-26 10:12:51","2021-10-17 04:08:26"
2018-09-01,"Payments / Connection",,,"VTB Matryoshka","280,00",RUB,,,,"2018-09-01 10:01:24","2018-09-01 07:01:28"
2018-09-01,"Food & Drink / Cafe",,,"₽ Cash","1074,00",RUB,,,,"2018-09-01 13:25:24","2018-09-01 10:46:32"
2018-09-01,"Food & Drink / Groceries",,,"VTB Matryoshka","1089,49",RUB,,,,"2018-09-01 13:46:26","2018-09-01 10:46:26"
2018-09-02,"Food & Drink / Cafe",,,"₽ Tinkoff Debit","770,00",RUB,,,,"2018-09-02 15:04:30","2018-09-02 12:04:31"
2018-09-02,,,,"₽ Tinkoff Debit","5300,00",RUB,"₽ Cash","5300,00",RUB,"2018-09-02 20:56:13","2018-09-02 17:56:13"
2018-09-02,"Food & Drink / Cafe",,,"₽ Cash","6000,00",RUB,,,,"2018-09-08 18:01:24","2018-09-08 15:01:25"
2018-09-03,"Payments / Transport",,,,,,"₽ Tinkoff Debit","800,00",RUB,"2018-09-03 14:21:04","2018-09-03 11:21:11"
2018-09-03,"Food & Drink / Cafe",,,Binbank,"252,00",RUB,,,,"2018-09-04 19:59:41","2018-09-04 16:59:41"
2018-09-04,"Food & Drink / Groceries",,,"VTB Matryoshka","335,70",RUB,,,,"2018-09-04 19:58:00","2018-09-04 16:58:00"
2018-09-04,"Food & Drink / Cafe",,,Binbank,"292,00",RUB,,,,"2018-09-04 19:59:24","2018-09-04 16:59:24"
2018-09-05,"Payments / Transport",,,"VTB Matryoshka","105,00",RUB,,,,"2018-09-05 20:44:56","2018-09-05 17:44:55"
2018-09-05,"Food & Drink / Cafe",,,Binbank,"307,00",RUB,,,,"2018-09-13 13:41:13","2018-09-13 10:41:13"
2018-09-05,"Payments / Transport",,,"VTB Matryoshka","401,10",RUB,,,,"2018-09-13 13:46:04","2018-09-13 10:46:04"
2018-09-06,"Payments / Transport","ГУП ""Петербургский Метрополитен""",,"VTB Matryoshka","2900,00",RUB,,,,"2018-09-10 07:33:39","2018-09-10 04:33:45"
2018-09-06,"Food & Drink / Cafe",,,Binbank,"192,00",RUB,,,,"2018-09-13 13:41:13","2018-09-13 10:41:13"
2018-09-06,"Finances / Cashback",,,,,,"VTB Matryoshka","999,67",RUB,"2018-09-13 13:46:03","2018-09-13 10:46:03"
2018-09-06,"Life / Study",,,"VTB Matryoshka","7900,00",RUB,,,,"2018-09-13 13:46:03","2018-09-13 10:46:03"
2018-09-07,"Food & Drink / Cafe",,,Binbank,"297,00",RUB,,,,"2018-09-13 13:41:13","2018-09-13 10:41:13"
2018-09-08,"Life / Recreation",,,"₽ Cash","1200,00",RUB,,,,"2018-09-08 18:00:59","2018-09-08 15:01:01"
2018-09-08,"Food & Drink / Groceries",,,"VTB Matryoshka","299,00",RUB,,,,"2018-09-09 15:35:37","2018-09-09 12:35:37"
2018-09-09,,,,"₽ Tinkoff Debit","3000,00",RUB,"₽ Cash","3000,00",RUB,"2018-09-09 13:53:21","2018-09-09 11:34:30"
2018-09-09,"Life / Recreation",,,"₽ Cash","2150,00",RUB,,,,"2018-09-09 14:25:31","2018-09-09 11:34:30"
2018-09-09,"Food & Drink / Groceries",,,"VTB Matryoshka","515,90",RUB,,,,"2018-09-09 15:02:08","2018-09-13 10:44:00"
2018-09-09,"Food & Drink / Groceries",,,"VTB Matryoshka","1323,44",RUB,,,,"2018-09-09 15:34:53","2018-09-09 12:34:53"
2018-09-10,"Food & Drink / Cafe",,,Binbank,"322,00",RUB,,,,"2018-09-10 12:48:50","2018-09-12 05:35:29"
2018-09-11,"Food & Drink / Cafe",,,Binbank,"272,00",RUB,,,,"2018-09-11 13:21:08","2018-09-12 05:35:29"
2018-09-11,"Life / Recreation",,,"₽ Cash","200,00",RUB,,,,"2018-09-12 08:35:40","2018-09-12 05:35:40"
2018-09-12,"Finances / Salary",,"Премия 1002,07",,,,"₽ Tinkoff Debit","46772,07",RUB,"2018-09-12 14:05:18","2018-09-12 11:06:17"
2018-09-12,"Food & Drink / Cafe",,,Binbank,"230,00",RUB,,,,"2018-09-13 13:41:13","2018-09-13 10:41:13"
2018-09-12,"Food & Drink / Groceries",,,"VTB Matryoshka","86,89",RUB,,,,"2018-09-13 13:46:03","2018-09-13 19:16:44"
2018-09-13,"Food & Drink / Cafe",,,Binbank,"302,00",RUB,,,,"2018-09-13 13:09:02","2018-09-13 10:39:07"
2018-09-13,"Food & Drink / Groceries",,,"VTB Matryoshka","142,80",RUB,,,,"2018-09-13 22:16:04","2018-09-13 19:16:05"
2018-09-14,"Food & Drink / Groceries","АО ""Дикси Юг"" Дикси-78775",,"VTB Matryoshka","680,19",RUB,,,,"2018-09-14 20:13:12","2018-09-14 17:13:12"
2018-09-14,"Food & Drink / Groceries","АО ""Дикси Юг"" Дикси-78775",,"VTB Matryoshka","295,70",RUB,,,,"2018-09-14 20:13:20","2018-09-14 17:13:20"
2018-09-14,"Food & Drink / Cafe",,,Binbank,"262,00",RUB,,,,"2018-09-15 17:12:08","2018-09-15 14:12:08"
2018-09-15,"Food & Drink / Cafe",,,"VTB Matryoshka","1100,00",RUB,,,,"2018-09-15 22:27:52","2018-09-15 19:27:52"
2018-09-16,"Body / Clothes",,,"₽ Tinkoff Debit","800,00",RUB,,,,"2018-09-16 10:46:24","2018-09-16 15:49:04"
2018-09-16,"Food & Drink / Cafe",,,"VTB Matryoshka","500,00",RUB,,,,"2018-09-17 07:31:36","2018-09-17 04:31:36"
2018-09-16,"Food & Drink / Groceries","ООО ""ТД Интерторг""",,"VTB Matryoshka","898,73",RUB,,,,"2018-09-17 07:31:49","2018-09-17 04:31:49"
2018-09-17,"Life / Recreation",,,"VTB Matryoshka","1800,00",RUB,,,,"2018-09-17 19:20:55","2018-09-17 16:20:56"
2018-09-17,,,,"₽ Tinkoff Debit","3000,00",RUB,"₽ Cash","3000,00",RUB,"2018-09-19 07:54:19","2018-09-19 04:54:19"
2018-09-17,"Food & Drink / Cafe",,,Binbank,"230,00",RUB,,,,"2018-09-22 11:10:47","2018-09-22 08:11:59"
2018-09-18,"Food & Drink / Cafe","ООО ""ТД Интерторг""",,"VTB Matryoshka","53,90",RUB,,,,"2018-09-19 07:54:38","2018-09-19 04:54:42"
2018-09-18,"Food & Drink / Cafe",,,,,,"₽ Cash","1500,00",RUB,"2018-09-19 07:55:07","2018-09-19 04:55:06"
2018-09-18,"Food & Drink / Cafe",,,"VTB Matryoshka","600,00",RUB,,,,"2018-09-19 07:55:12","2018-09-19 04:55:12"
2018-09-18,"Food & Drink / Cafe",,,Binbank,"2140,00",RUB,,,,"2018-09-22 11:10:47","2018-09-22 08:10:47"
2018-09-18,"Food & Drink / Cafe",,,Binbank,"252,00",RUB,,,,"2018-09-22 11:10:47","2018-09-22 08:10:47"
2018-09-19,,,"КК ВТБ Матрёшка","₽ Tinkoff Debit","34666,00",RUB,"VTB Matryoshka","34666,00",RUB,"2018-09-19 07:53:02","2018-09-19 04:53:51"
2018-09-19,"Food & Drink / Cafe",,,Binbank,"230,00",RUB,,,,"2018-09-19 13:22:11","2018-09-21 14:58:22"
2018-09-19,"Finances / Cashback",,,,,,"₽ Tinkoff Debit","3,00",RUB,"2018-09-22 11:31:25","2018-09-22 08:31:25"
2018-09-19,,,,"₽ Tinkoff Debit","15100,00",RUB,"Tinkoff credit","15100,00",RUB,"2018-09-22 11:32:34","2018-09-22 08:32:34"
